PVSYST 8.0.21
,File,File date,Description
Project,gwn1kWp.PRJ,08/04/26 18h13,gen1kWp,
Geographical Site,Curacaví_MN82.SIT,08/04/26 18h13,Curacaví;Chile;South_America;,
20/07/90 12:00,564.2,63.999,500.2,12.78,3.5999
20/07/90 13:00,551.89,64.996,486.9,14.07,4.4001
20/07/90 14:00,479.59,61.597,418,14.67,3.5999
20/07/90 15:00,359.09,54.398,304.69,14.6,1.9
20/07/90 16:00,202.3,45.001,157.3,13.49,1.1001
20/07/90 17:00,17.1,17.099,0.0006,11.45,1.1001
20/07/90 18:00,0,0,0,10.85,1.6999
20/07/90 19:00,0,0,0,10.12,2.1001
20/07/90 20:00,0,0,0,9.38,1.4
20/07/90 21:00,0,0,0,8.6498,0.4
20/07/90 22:00,0,0,0,7.9201,0.7001
20/07/90 23:00,0,0,0,7.1899,0.2999
21/07/90 00:00,0,0,0,6.8403,0.5
21/07/90 01:00,0,0,0,6.4603,0.5
21/07/90 02:00,0,0,0,6.0701,0.4
21/07/90 03:00,0,0,0,5.8498,0.6001
21/07/90 04:00,0,0,0,5.63,0
21/07/90 05:00,0,0,0,5.4698,0.1001
21/07/90 06:00,0,0,0,5.3101,0.2001
21/07/90 07:00,0.3041,0.2983,0.0057,5.2798,0.2001
21/07/90 08:00,91.901,50.496,41.405,7.72,0.7999
21/07/90 09:00,235.5,75.697,159.8,11.1,1.4
21/07/90 10:00,367.8,100.5,267.3,14.1,1.4
21/07/90 11:00,452.8,147,305.8,16.75,1.6999
21/07/90 12:00,507.3,142,365.3,18.94,1.2999
21/07/90 13:00,514.79,112.1,402.69,20.56,1.1001
21/07/90 14:00,448.6,101,347.6,21.42,0.7001
21/07/90 15:00,336.61,83.901,252.71,21.43,0.9
21/07/90 16:00,189.99,59.603,130.39,20.16,1.2999
21/07/90 17:00,19.103,19.101,0.002,17.94,0.2999
21/07/90 18:00,0,0,0,16.98,0.4
21/07/90 19:00,0,0,0,16.02,0.2999
21/07/90 20:00,0,0,0,15.06,0.2999
21/07/90 21:00,0,0,0,14.1,0.4
21/07/90 22:00,0,0,0,13.14,0.2999
21/07/90 23:00,0,0,0,12.18,0.1001
22/07/90 00:00,0,0,0,11.51,0.2001
22/07/90 01:00,0,0,0,10.58,0.2001
22/07/90 02:00,0,0,0,9.6498,0.2001
22/07/90 03:00,0,0,0,9.1501,0.7999
22/07/90 04:00,0,0,0,8.6599,2.5001
22/07/90 05:00,0,0,0,8.3198,1.1001
22/07/90 06:00,0,0,0,7.9797,1.6001
22/07/90 07:00,0.3041,0.2983,0.0057,7.9398,5.8001
22/07/90 08:00,82.296,38.304,43.992,9.5998,4.4001
22/07/90 09:00,211.29,90.998,120.3,11.76,3.3
22/07/90 10:00,314.7,161.6,153.1,13.73,1.2999
22/07/90 11:00,338.59,263,75.593,15.07,2.5001
22/07/90 12:00,374.49,264.6,109.89,16.18,2.1001
22/07/90 13:00,327.9,260.5,67.401,16.71,4.0999
22/07/90 14:00,322.1,252.9,69.206,17.06,3.5999
22/07/90 15:00,238.3,188.4,49.901,16.96,8.2001
22/07/90 16:00,127.91,105.3,22.605,16.18,4.4001
22/07/90 17:00,5.4018,5.4013,0.0004,14.82,4.4001
22/07/90 18:00,0,0,0,13.9,4.8
22/07/90 19:00,0,0,0,12.99,3.3
22/07/90 20:00,0,0,0,12.08,1.6999
22/07/90 21:00,0,0,0,11.25,4.8
22/07/90 22:00,0,0,0,10.23,3.9001
22/07/90 23:00,0,0,0,9.2001,7.5
23/07/90 00:00,0,0,0,8.38,5.8001
23/07/90 01:00,0,0,0,7.5401,3.5999
23/07/90 02:00,0,0,0,6.6902,3.9001
23/07/90 03:00,0,0,0,6.2601,4.0999
23/07/90 04:00,0,0,0,5.82,1.2999
23/07/90 05:00,0,0,0,5.5299,0.9
23/07/90 06:00,0,0,0,5.2297,0.4
23/07/90 07:00,0.3935,0.3935,0,5.2202,0.1001
23/07/90 08:00,86.893,41.499,45.394,7.15,1.1001
23/07/90 09:00,224.1,82.3,141.8,9.85,1.6001
23/07/90 10:00,367.8,113.6,254.2,12.56,4.0999
23/07/90 11:00,400.61,206.9,193.71,14.4,3.3
23/07/90 12:00,409.3,247,162.3,15.67,4.8
23/07/90 13:00,436.59,222.8,213.8,16.73,3.5999
23/07/90 14:00,431.8,139.4,292.4,17.5,3.5999
23/07/90 15:00,345.1,94.303,250.8,17.7,1.6001
23/07/90 16:00,215.8,90.103,125.7,17.1,1.1001
23/07/90 17:00,22.698,22.697,0.0016,15.4,2.1001
23/07/90 18:00,0,0,0,14.29,2.3
23/07/90 19:00,0,0,0,13.18,0.9
23/07/90 20:00,0,0,0,12.08,0.1001
23/07/90 21:00,0,0,0,11.04,0.4
23/07/90 22:00,0,0,0,9.7898,0.2001
23/07/90 23:00,0,0,0,8.5497,1.2999
24/07/90 00:00,0,0,0,7.4198,2.1001
24/07/90 01:00,0,0,0,6.2298,0.7001
24/07/90 02:00,0,0,0,5.0498,0.7001
24/07/90 03:00,0,0,0,4.4298,0.9
24/07/90 04:00,0,0,0,3.8097,0.1001
24/07/90 05:00,0,0,0,3.3803,0.1001
24/07/90 06:00,0,0,0,2.9502,0.1001
24/07/90 07:00,0.3041,0.2983,0.0057,2.9098,0.7999
24/07/90 08:00,96.498,36.702,59.796,4.97,1.6999
24/07/90 09:00,259.5,52.702,206.8,8,1.6999
24/07/90 10:00,410.3,59.203,351.1,11.13,2.8
24/07/90 11:00,521.5,63.403,458.1,13.58,4.8
24/07/90 12:00,577.4,65.201,512.2,15.61,4.0999
24/07/90 13:00,569.9,63.097,506.81,17,5.8001
24/07/90 14:00,509.89,52.796,457.1,17.74,3.3
24/07/90 15:00,381.5,48.298,333.21,17.75,1.9
24/07/90 16:00,220.2,90.7,129.5,16.72,7.5
24/07/90 17:00,20.892,20.892,0,14.66,2.5001
24/07/90 18:00,0,0,0,13.49,2.5001
24/07/90 19:00,0,0,0,12.32,1.6001
24/07/90 20:00,0,0,0,11.24,0.9
24/07/90 21:00,0,0,0,9.9202,0.7999
24/07/90 22:00,0,0,0,8.6099,0.4
24/07/90 23:00,0,0,0,7.29,1.1001
25/07/90 00:00,0,0,0,6.2101,1.6999
25/07/90 01:00,0,0,0,5.0701,4.0999
25/07/90 02:00,0,0,0,3.93,4.8
25/07/90 03:00,0,0,0,3.3398,2.5001
25/07/90 04:00,0,0,0,2.74,1.6001
25/07/90 05:00,0,0,0,2.3302,2.3
25/07/90 06:00,0,0,0,1.9103,2.1001
25/07/90 07:00,0.3041,0.2983,0.0057,1.8799,3.3
25/07/90 08:00,101.6,36.302,65.294,4.0498,1.4
25/07/90 09:00,269.8,48,221.8,7.2101,1.9
25/07/90 10:00,419.3,54.304,364.99,10.4,0.7999
25/07/90 11:00,526.1,62.696,463.4,12.93,0.9
25/07/90 12:00,569.9,74.7,495.2,14.88,1.6999
25/07/90 13:00,564.5,69.997,494.5,16.23,3.3
25/07/90 14:00,501.79,58.402,443.39,16.92,1.4
25/07/90 15:00,377.19,52.6,324.59,16.91,1.1001
25/07/90 16:00,212.4,92.301,120.1,15.82,0.9
25/07/90 17:00,19.496,19.496,0,13.75,0.9
25/07/90 18:00,0,0,0,12.61,1.6999
25/07/90 19:00,0,0,0,11.46,0.4
25/07/90 20:00,0,0,0,10.31,0.2999
25/07/90 21:00,0,0,0,9.0202,0.1001
25/07/90 22:00,0,0,0,7.7402,0.4
25/07/90 23:00,0,0,0,6.4501,0.5
26/07/90 00:00,0,0,0,5.3899,0.1001
26/07/90 01:00,0,0,0,4.2499,0.2001
26/07/90 02:00,0,0,0,3.1099,0.5
26/07/90 03:00,0,0,0,2.5,2.3
26/07/90 04:00,0,0,0,1.9002,0.4
26/07/90 05:00,0,0,0,1.4701,0.7999
26/07/90 06:00,0,0,0,1.0401,0.6001
26/07/90 07:00,0.3935,0.3935,0,0.9799,0.6001
26/07/90 08:00,83.405,50.496,32.909,2.69,1.2999
26/07/90 09:00,223.1,105.6,117.5,5.21,1.4
26/07/90 10:00,352.9,147.6,205.3,7.8302,2.1001
26/07/90 11:00,443,187.7,255.3,10.14,0.7001
26/07/90 12:00,486,194.8,291.2,11.8,2.1001
26/07/90 13:00,477,194.2,282.8,12.89,6.7
26/07/90 14:00,423.11,175,248.11,13.43,2.8
26/07/90 15:00,321.21,129.6,191.61,13.41,2.3
26/07/90 16:00,181.41,99.1,82.306,12.49,2.1001
26/07/90 17:00,21.303,21.299,0.0038,10.83,1.2999
26/07/90 18:00,0,0,0,9.8798,2.5001
26/07/90 19:00,0,0,0,8.9297,3.0001
26/07/90 20:00,0,0,0,7.9898,0.9
26/07/90 21:00,0,0,0,7.0398,0.5
26/07/90 22:00,0,0,0,6.0898,0.5
26/07/90 23:00,0,0,0,5.1499,0.1001
27/07/90 00:00,0,0,0,4.5197,0.4
27/07/90 01:00,0,0,0,3.9098,1.6999
27/07/90 02:00,0,0,0,3.2898,5.8001
27/07/90 03:00,0,0,0,2.98,5.2
27/07/90 04:00,0,0,0,2.6798,1.9
27/07/90 05:00,0,0,0,2.4797,1.2999
27/07/90 06:00,0,0,0,2.27,1.9
27/07/90 07:00,0.3041,0.2983,0.0057,2.2998,1.2999
27/07/90 08:00,79.9,49.201,30.699,4.16,1.9
27/07/90 09:00,208.09,116.7,91.391,6.7801,2.3
27/07/90 10:00,326.7,161.6,165.1,9.4801,3.0001
27/07/90 11:00,426.2,220.6,205.6,11.85,3.3
27/07/90 12:00,563.3,125.3,438.01,14.31,5.8001
27/07/90 13:00,551.19,94.303,456.89,16,4.8
27/07/90 14:00,484.3,83.501,400.8,16.92,6.7
27/07/90 15:00,355.91,83.799,272.11,17.05,6.7
27/07/90 16:00,201.21,101.7,99.508,16.12,2.1001
27/07/90 17:00,22.698,22.697,0.0016,14.22,1.9
27/07/90 18:00,0,0,0,13.33,3.9001
27/07/90 19:00,0,0,0,12.45,5.8001
27/07/90 20:00,0,0,0,11.56,4.0999
27/07/90 21:00,0,0,0,10.7,1.9
27/07/90 22:00,0,0,0,9.71,1.9
27/07/90 23:00,0,0,0,8.7099,2.1001
28/07/90 00:00,0,0,0,7.6902,0.5
28/07/90 01:00,0,0,0,6.6098,0.2001
28/07/90 02:00,0,0,0,5.54,0.2999
28/07/90 03:00,0,0,0,4.9801,0.2001
28/07/90 04:00,0,0,0,4.4202,0.2001
28/07/90 05:00,0,0,0,4.02,0.2001
28/07/90 06:00,0,0,0,3.6299,0.2001
28/07/90 07:00,0.6081,0.5967,0.0115,3.6102,0.2001
28/07/90 08:00,99.897,39.803,60.093,5.7002,0.4
28/07/90 09:00,257.19,66.802,190.39,8.6402,1.2999
28/07/90 10:00,385.4,100.9,284.51,11.46,1.4
28/07/90 11:00,492.99,120.7,372.29,13.67,1.1001
28/07/90 12:00,571.69,122.5,449.19,15.7,1.9
28/07/90 13:00,539.91,143.8,396.11,16.97,3.5999
28/07/90 14:00,423.5,177.7,245.8,17.35,2.5001
28/07/90 15:00,316.2,140.8,175.4,17.08,3.5999
28/07/90 16:00,184.61,101.9,82.705,16,2.1001
28/07/90 17:00,19.407,19.399,0.0077,14.12,3.5999
28/07/90 18:00,0,0,0,13.15,2.1001
28/07/90 19:00,0,0,0,12.17,1.9
28/07/90 20:00,0,0,0,11.3,1.2999
28/07/90 21:00,0,0,0,10.2,0.2001
28/07/90 22:00,0,0,0,9.1001,0.9
28/07/90 23:00,0,0,0,8.0101,0.4
29/07/90 00:00,0,0,0,7.1298,0.1001
29/07/90 01:00,0,0,0,6.2202,0.2999
29/07/90 02:00,0,0,0,5.3101,0
29/07/90 03:00,0,0,0,4.8402,0.1001
29/07/90 04:00,0,0,0,4.3601,0.2001
29/07/90 05:00,0,0,0,4.0402,0.2999
29/07/90 06:00,0,0,0,3.7103,0.2001
29/07/90 07:00,0.6081,0.5967,0.0115,3.7001,1.1001
29/07/90 08:00,104.49,38.798,65.695,6.0398,0.9
29/07/90 09:00,270.5,56.102,214.4,9.3199,0.9
29/07/90 10:00,429.21,66.7,362.51,12.5,0.9
29/07/90 11:00,543.31,62.1,481.21,15.25,1.2999
29/07/90 12:00,592.4,69.597,522.81,17.41,3.0001
29/07/90 13:00,590.4,63.599,526.8,18.93,2.3
29/07/90 14:00,520,57.201,462.8,19.65,1.9
29/07/90 15:00,392.31,51.603,340.7,19.67,1.4
29/07/90 16:00,231.1,94.9,136.2,18.64,6.7
29/07/90 17:00,25.9,25.9,0.0002,16.46,3.5999
29/07/90 18:00,0,0,0,15.47,1.2999
29/07/90 19:00,0,0,0,14.47,1.6001
29/07/90 20:00,0,0,0,13.48,0.7001
29/07/90 21:00,0,0,0,12.48,0.5
29/07/90 22:00,0,0,0,11.48,0.2999
29/07/90 23:00,0,0,0,10.5,1.6999
30/07/90 00:00,0,0,0,9.5301,1.6999
30/07/90 01:00,0,0,0,8.5301,1.4
30/07/90 02:00,0,0,0,7.5199,0.7001
30/07/90 03:00,0,0,0,6.9999,0.4
30/07/90 04:00,0,0,0,6.4799,0.6001
30/07/90 05:00,0,0,0,6.1202,1.2999
30/07/90 06:00,0,0,0,5.7598,0.7001
30/07/90 07:00,0.8049,0.8008,0.0041,5.7503,0.7001
30/07/90 08:00,88.807,59.697,29.11,7.3799,4.8
30/07/90 09:00,170.6,134.8,35.805,8.9297,2.1001
30/07/90 10:00,272.5,221.5,51.001,10.65,1.6001
30/07/90 11:00,368.89,284.2,84.696,12.18,1.2999
30/07/90 12:00,404.79,279.7,125.09,13.41,0.9
30/07/90 13:00,306.2,259.7,46.498,13.8,5.2
30/07/90 14:00,334.61,248.7,85.909,14.21,3.5999
30/07/90 15:00,201.49,173,28.493,13.91,5.2
30/07/90 16:00,20.409,20.396,0.0123,12.62,4.4001
30/07/90 17:00,6.2067,6.2021,0.0046,11.49,1.9
30/07/90 18:00,0,0,0,10.7,3.0001
30/07/90 19:00,0,0,0,9.7701,2.3
30/07/90 20:00,0,0,0,8.8398,0.7001
30/07/90 21:00,0,0,0,7.91,0.1001
30/07/90 22:00,0,0,0,6.9802,0.1001
30/07/90 23:00,0,0,0,6.0499,0.2001
31/07/90 00:00,0,0,0,5.2798,0
31/07/90 01:00,0,0,0,4.5001,0.2001
31/07/90 02:00,0,0,0,3.7198,0.1001
31/07/90 03:00,0,0,0,3.3201,0.1001
31/07/90 04:00,0,0,0,2.9199,0
31/07/90 05:00,0,0,0,2.65,0.4
31/07/90 06:00,0,0,0,2.3802,0.1001
31/07/90 07:00,0.8049,0.8008,0.0041,2.3999,0.2999
31/07/90 08:00,113.01,38.1,74.908,5.0302,0.9
31/07/90 09:00,285.6,50.3,235.3,8.62,1.9
31/07/90 10:00,441.6,54.304,387.3,12.04,4.4001
31/07/90 11:00,555,60.404,494.6,14.92,8.5
31/07/90 12:00,607,65.899,541.1,17.2,8.7999
31/07/90 13:00,594.41,66.7,527.71,18.75,7.5
31/07/90 14:00,524.2,59.697,464.51,19.47,9.2001
31/07/90 15:00,406.01,48.502,357.51,19.54,5.8001
31/07/90 16:00,243.79,42.598,201.2,18.53,3.5999
31/07/90 17:00,73.997,27.297,46.7,16.55,3.0001
31/07/90 18:00,0,0,0,14.45,2.8
31/07/90 19:00,0,0,0,13.62,8.2001
31/07/90 20:00,0,0,0,12.79,1.9
31/07/90 21:00,0,0,0,11.95,1.2999
31/07/90 22:00,0,0,0,11.2,3.3
31/07/90 23:00,0,0,0,10.27,0.9
01/08/90 00:00,0,0,0,9.4003,2.1001
01/08/90 01:00,0,0,0,8.48,1.6999
01/08/90 02:00,0,0,0,7.6098,1.1001
01/08/90 03:00,0,0,0,7.15,1.1999
01/08/90 04:00,0,0,0,6.6902,0.2001
01/08/90 05:00,0,0,0,6.3697,1.1999
01/08/90 06:00,0,0,0,6.0499,0.6001
01/08/90 07:00,1.3952,1.3952,0,6.0701,0.9
01/08/90 08:00,40.692,40.692,0,6.6503,0.2001
01/08/90 09:00,39.297,39.297,0,6.8099,1.4
01/08/90 10:00,37.007,37.001,0.0068,6.8498,3.1999
01/08/90 11:00,125.4,125.4,0.0028,7.4198,4.2
01/08/90 12:00,175.31,169.2,6.1071,8.0399,1.1001
01/08/90 13:00,651,275.1,375.9,10.58,0.7999
01/08/90 14:00,536.4,75.603,460.8,11.85,2.1001
01/08/90 15:00,438.79,119.3,319.49,12.55,2.9
01/08/90 16:00,188.4,108.8,79.596,12.34,2.1001
01/08/90 17:00,72.208,46.798,25.41,11.68,2.1001
01/08/90 18:00,0,0,0,10.89,0.6001
01/08/90 19:00,0,0,0,10.27,0.4
01/08/90 20:00,0,0,0,9.66,1.4
01/08/90 21:00,0,0,0,9.0399,1.6999
01/08/90 22:00,0,0,0,8.43,2.9
01/08/90 23:00,0,0,0,7.81,0.6001
02/08/90 00:00,0,0,0,7.3198,0.4
02/08/90 01:00,0,0,0,6.82,0.6001
02/08/90 02:00,0,0,0,6.2399,1.6999
02/08/90 03:00,0,0,0,6.06,2.9
02/08/90 04:00,0,0,0,5.8099,2.1001
02/08/90 05:00,0,0,0,5.6401,2.4
02/08/90 06:00,0,0,0,5.4698,0.9
02/08/90 07:00,0.6976,0.6976,0,5.4799,1.5
02/08/90 08:00,50.709,50.7,0.0083,6.2399,2.9
02/08/90 09:00,175.5,139.4,36.105,7.77,1.9
02/08/90 10:00,276.9,226.6,50.306,9.3199,4.5001
02/08/90 11:00,317.51,256.6,60.903,10.49,4.8
02/08/90 12:00,352.01,284.1,67.905,11.44,6.8999
02/08/90 13:00,291.1,269.5,21.604,11.7,8.8999
02/08/90 14:00,266.99,248.7,18.297,11.89,7.8001
02/08/90 15:00,171,165.9,5.0937,11.65,12.4
02/08/90 16:00,82.797,82.797,0,11.13,8.3001
02/08/90 17:00,6.2067,6.2021,0.0046,10.21,4.8
02/08/90 18:00,0,0,0,9.4098,3.5999
02/08/90 19:00,0,0,0,8.6498,1.9
02/08/90 20:00,0,0,0,8.0899,0.6001
02/08/90 21:00,0,0,0,7.4699,1.6999
02/08/90 22:00,0,0,0,6.1899,1.4
02/08/90 23:00,0,0,0,5.9701,1.6999
03/08/90 00:00,0,0,0,5.5901,3.1999
03/08/90 01:00,0,0,0,4.9498,2.9
03/08/90 02:00,0,0,0,4.2999,5.4999
03/08/90 03:00,0,0,0,3.97,1.9
03/08/90 04:00,0,0,0,3.6299,0.4
03/08/90 05:00,0,0,0,3.3999,0.5
03/08/90 06:00,0,0,0,3.17,0.2001
03/08/90 07:00,0.6976,0.6976,0,3.1599,0
03/08/90 08:00,74.194,64.4,9.7939,4.35,0
03/08/90 09:00,178.71,149,29.706,5.8801,0.2999
03/08/90 10:00,283.9,229.8,54.097,7.5002,0.6001
03/08/90 11:00,374.49,260.3,114.19,9.0602,0.9
03/08/90 12:00,426.51,283.3,143.2,10.38,0.7999
03/08/90 13:00,428.21,276,152.2,11.32,0.6001
03/08/90 14:00,365.5,278.6,86.895,11.62,1.1001
03/08/90 15:00,279.8,211.4,68.403,11.64,1.1001
03/08/90 16:00,165.7,123.7,42.005,11.18,1.1001
03/08/90 17:00,48.795,40.298,8.4967,10.09,3.1999
03/08/90 18:00,0,0,0,8.95,3.5999
03/08/90 19:00,0,0,0,8.2799,4.8
03/08/90 20:00,0,0,0,7.62,2.4
03/08/90 21:00,0,0,0,6.9499,3.5999
03/08/90 22:00,0,0,0,6.2899,2.1001
03/08/90 23:00,0,0,0,5.63,1.1999
04/08/90 00:00,0,0,0,5.0802,2.1001
04/08/90 01:00,0,0,0,4.45,1
04/08/90 02:00,0,0,0,3.9003,0.9
04/08/90 03:00,0,0,0,3.5703,1.6999
04/08/90 04:00,0,0,0,3.0199,0.2999
04/08/90 05:00,0,0,0,2.9699,0.2999
04/08/90 06:00,0,0,0,2.8401,0.6001
04/08/90 07:00,0.6976,0.6976,0,2.8198,0.7999
04/08/90 08:00,58.006,57.703,0.3032,3.7103,1.5
04/08/90 09:00,154.2,143.7,10.5,5.0302,0.9
04/08/90 10:00,193.3,186.9,6.3976,5.9802,1.1001
04/08/90 11:00,252.09,238.3,13.792,6.9201,1.5
04/08/90 12:00,336.39,282.6,53.798,7.9898,1.1999
04/08/90 13:00,312.69,270.1,42.596,8.6301,1
04/08/90 14:00,286.6,254.5,32.099,9,0.2999
04/08/90 15:00,222.21,196.1,26.109,9.05,0.2999
04/08/90 16:00,139.19,119.8,19.391,8.6599,0.2001
04/08/90 17:00,42.195,38.602,3.5923,7.86,0.2999
04/08/90 18:00,0,0,0,6.9802,1.1999
04/08/90 19:00,0,0,0,6.5401,0.7999
04/08/90 20:00,0,0,0,6.0898,0.7999
04/08/90 21:00,0,0,0,5.6502,1.1999
04/08/90 22:00,0,0,0,5.1999,0.6001
04/08/90 23:00,0,0,0,4.7502,0.2999
05/08/90 00:00,0,0,0,4.4703,0
05/08/90 01:00,0,0,0,4.1999,0
05/08/90 02:00,0,0,0,3.93,0.2999
05/08/90 03:00,0,0,0,3.8002,0.2001
05/08/90 04:00,0,0,0,3.6698,0.1001
05/08/90 05:00,0,0,0,3.6001,0.6001
05/08/90 06:00,0,0,0,3.5202,0.2999
05/08/90 07:00,0.8049,0.8008,0.0041,3.5602,1.1999
05/08/90 08:00,97.804,59.101,38.703,5.3601,1
05/08/90 09:00,231.2,117.2,114.01,7.6003,1.6999
05/08/90 10:00,316.2,234.2,82.004,9.5099,1.9
05/08/90 11:00,423.7,247,176.7,11.46,0.7999
05/08/90 12:00,310.4,277.4,33.006,11.88,2.9
05/08/90 13:00,330.49,278.9,51.593,12.37,3.5999
05/08/90 14:00,364.91,260,104.9,12.87,2.1001
05/08/90 15:00,341.21,145.4,195.81,13.18,0.5
05/08/90 16:00,208.4,95.497,112.9,12.86,0.5
05/08/90 17:00,61.297,39.199,22.099,11.86,0.4
05/08/90 18:00,0,0,0,10.79,0.6001
05/08/90 19:00,0,0,0,9.8702,0.5
05/08/90 20:00,0,0,0,8.9601,2.6001
05/08/90 21:00,0,0,0,8.0399,1
05/08/90 22:00,0,0,0,7.1298,0.2999
05/08/90 23:00,0,0,0,6.2101,0.7999
06/08/90 00:00,0,0,0,5.2297,0.6001
06/08/90 01:00,0,0,0,4.1898,0.7999
06/08/90 02:00,0,0,0,3.1599,0.6001
06/08/90 03:00,0,0,0,2.6203,0.6001
06/08/90 04:00,0,0,0,2.0699,0.7999
06/08/90 05:00,0,0,0,1.6899,0.2999
06/08/90 06:00,0,0,0,1.32,0.6001
06/08/90 07:00,1.5919,1.5919,0,1.32,0.6001
06/08/90 08:00,128.6,40.596,88.009,3.36,0.2001
06/08/90 09:00,310.49,48.596,261.9,6.01,0.2001
06/08/90 10:00,474.1,51.501,422.6,8.6599,0.7999
06/08/90 11:00,587.5,59.697,527.81,10.98,0.2999
06/08/90 12:00,641,64.902,576.1,12.54,0.2001
06/08/90 13:00,627.39,65.099,562.29,13.62,0.1001
06/08/90 14:00,558.99,56.8,502.19,14.18,0.2999
06/08/90 15:00,432,47.803,384.19,14.18,0.2999
06/08/90 16:00,257.6,47.199,210.4,13.34,0.5
06/08/90 17:00,83.209,30.901,52.308,11.85,0.5
06/08/90 18:00,0,0,0,10.23,0
06/08/90 19:00,0,0,0,9.1299,0.1001
06/08/90 20:00,0,0,0,8.0298,0.1001
06/08/90 21:00,0,0,0,6.9302,0
06/08/90 22:00,0,0,0,5.8301,0.6001
06/08/90 23:00,0,0,0,4.73,1.6999
07/08/90 00:00,0,0,0,3.8502,1.5
07/08/90 01:00,0,0,0,2.9098,1.6999
07/08/90 02:00,0,0,0,1.9699,0.6001
07/08/90 03:00,0,0,0,1.4802,1.1999
07/08/90 04:00,0,0,0,0.99,1.9
07/08/90 05:00,0,0,0,0.6398,0.5
07/08/90 06:00,0,0,0,0.2902,2.1001
07/08/90 07:00,2.0033,2.0019,0.0014,0.3099,2.9
07/08/90 08:00,126.21,44.2,82.008,2.3302,1.5
07/08/90 09:00,297.9,64.596,233.31,4.8801,2.6001
07/08/90 10:00,459.2,73.703,385.5,7.48,5.2
07/08/90 11:00,571.3,73.601,497.7,9.7701,2.1001
07/08/90 12:00,627.11,76.702,550.4,11.46,1.1999
07/08/90 13:00,612.49,79.599,532.89,12.54,1.5
07/08/90 14:00,544,68.404,475.6,13.08,3.1999
07/08/90 15:00,423.5,63.897,359.6,13.1,1.4
07/08/90 16:00,249.3,61.103,188.2,12.25,4.0001
07/08/90 17:00,81.295,37.699,43.595,10.83,2.6001
07/08/90 18:00,0,0,0,9.0602,1.6999
07/08/90 19:00,0,0,0,8.2299,1.1001
07/08/90 20:00,0,0,0,7.4002,1
07/08/90 21:00,0,0,0,6.58,0.7999
07/08/90 22:00,0,0,0,5.7503,3.5999
07/08/90 23:00,0,0,0,4.92,4.2
08/08/90 00:00,0,0,0,4.3101,5.2
08/08/90 01:00,0,0,0,3.69,2.9
08/08/90 02:00,0,0,0,3.0599,1.9
08/08/90 03:00,0,0,0,2.7501,2.4
08/08/90 04:00,0,0,0,2.4303,0.2999
08/08/90 05:00,0,0,0,2.22,0.2999
08/08/90 06:00,0,0,0,2.0002,0.6001
08/08/90 07:00,2.0033,2.0019,0.0014,2.0598,0.2001
08/08/90 08:00,130.7,43.603,87.094,4.2999,2.9
08/08/90 09:00,308.2,57.499,250.71,7.1101,4.8
08/08/90 10:00,459.01,70.798,388.21,9.8297,5.9001
08/08/90 11:00,564.81,86.303,478.5,12,2.6001
08/08/90 12:00,624.3,84.6,539.7,13.71,4.5001
08/08/90 13:00,616.19,80.902,535.29,14.9,8.8999
08/08/90 14:00,539.69,77.299,462.39,15.48,6.8999
08/08/90 15:00,417.29,62.202,355.09,15.51,8.8999
08/08/90 16:00,252.2,52.2,200,14.68,8.3001
08/08/90 17:00,82.797,37.903,44.894,13.18,7.8001
08/08/90 18:00,0,0,0,11.57,4.8
08/08/90 19:00,0,0,0,10.84,3.5999
08/08/90 20:00,0,0,0,9.9703,3.4
08/08/90 21:00,0,0,0,9.1001,1.6999
08/08/90 22:00,0,0,0,8.2299,2.1001
08/08/90 23:00,0,0,0,7.3602,1.9
09/08/90 00:00,0,0,0,6.5401,4.0001
09/08/90 01:00,0,0,0,5.6699,4.8
09/08/90 02:00,0,0,0,4.8002,6.4999
09/08/90 03:00,0,0,0,4.3398,8.8999
09/08/90 04:00,0,0,0,3.8699,5.9001
09/08/90 05:00,0,0,0,3.55,2.1001
09/08/90 06:00,0,0,0,3.2201,1.4
09/08/90 07:00,2.0033,2.0019,0.0014,3.2397,2.6001
09/08/90 08:00,87.001,72.4,14.601,4.6001,2.6001
09/08/90 09:00,206.81,163.9,42.905,6.3602,2.4
09/08/90 10:00,289.21,240,49.211,7.8999,1.9
09/08/90 11:00,366.91,277,89.91,9.33,4.0001
09/08/90 12:00,447,286.8,160.21,10.71,5.9001
09/08/90 13:00,523.7,230.5,293.2,11.86,7.8001
09/08/90 14:00,401,247,154,12.29,3.5999
09/08/90 15:00,426.2,113.2,313,12.69,1.9
09/08/90 16:00,259.3,50.104,209.2,12.41,2.6001
09/08/90 17:00,86.303,38.798,47.504,11.49,1
09/08/90 18:00,0.1073,0.1021,0.0053,10.11,0.4
09/08/90 19:00,0,0,0,9.3598,1
09/08/90 20:00,0,0,0,8.6099,0.5
09/08/90 21:00,0,0,0,7.86,0.1001
09/08/90 22:00,0,0,0,7.1101,0
09/08/90 23:00,0,0,0,6.3602,0
10/08/90 00:00,0,0,0,5.8402,0
10/08/90 01:00,0,0,0,5.3101,0
10/08/90 02:00,0,0,0,4.7901,0.2001
10/08/90 03:00,0,0,0,4.5197,0.6001
10/08/90 04:00,0,0,0,4.26,1.4
10/08/90 05:00,0,0,0,4.0801,1.5
10/08/90 06:00,0,0,0,3.9003,0.6001
10/08/90 07:00,1.896,1.896,0,3.9598,1.9
10/08/90 08:00,125.99,49.703,76.29,6.0302,0.7999
